date,temperature,month,seasons,rain,sunlight,wind,mood,walk,temperature_category,wind_category,mood_category
2020-04-02,14,Apr,Spring,0,1,3,12,1,warm,1 light air,3 good
2020-04-03,13,Apr,Spring,0,1,7,11,1,warm,2 light breeze,3 good
2020-04-04,11,Apr,Spring,0,1,1,23,1,warm,0 calm,3 good
2020-04-05,4,Apr,Spring,0,1,23,-20,1,cold,4 moderate breeze,1 bad
2020-04-06,12,Apr,Spring,0,1,5,18,1,warm,1 light air,3 good
2020-04-07,10,Apr,Spring,0,1,17,10,1,cold,3 gentle breeze,2 okish
2020-04-08,5,Apr,Spring,0,1,30,-25,0,cold,5 fresh breeze,0 very bad
2020-04-09,11,Apr,Spring,0,1,3,17,1,warm,1 light air,3 good
2020-04-10,11,Apr,Spring,0,1,8,13,1,warm,2 light breeze,3 good
2020-04-11,7,Apr,Spring,1,0,51,-37,0,cold,6 strong breeze,0 very bad
2020-04-12,8,Apr,Spring,1,0,45,-46,0,cold,6 strong breeze,0 very bad
2020-04-13,9,Apr,Spring,0,1,30,-27,0,cold,5 fresh breeze,0 very bad
2020-04-14,13,Apr,Spring,0,1,7,15,1,warm,2 light breeze,3 good
2020-04-15,9,Apr,Spring,0,1,17,25,1,cold,3 gentle breeze,3 good
2020-04-16,11,Apr,Spring,0,1,1,24,1,warm,0 calm,3 good
2020-04-17,13,Apr,Spring,0,1,6,2,1,warm,2 light breeze,2 okish
2020-04-18,11,Apr,Spring,0,1,3,18,1,warm,1 light air,3 good
2020-04-19,6,Apr,Spring,0,1,19,12,1,cold,3 gentle breeze,3 good
2020-04-20,6,Apr,Spring,0,1,25,-31,1,cold,4 moderate breeze,0 very bad
2020-04-21,14,Apr,Spring,0,1,1,16,1,warm,0 calm,3 good
2020-04-22,6,Apr,Spring,0,1,32,-30,0,cold,5 fresh breeze,0 very bad
2020-04-23,9,Apr,Spring,0,1,25,-20,1,cold,4 moderate breeze,1 bad
2020-04-24,6,Apr,Spring,0,1,23,-31,0,cold,4 moderate breeze,0 very bad
2020-04-25,8,Apr,Spring,0,1,20,-24,0,cold,3 gentle breeze,1 bad
2020-04-26,4,Apr,Spring,0,1,26,-23,1,cold,4 moderate breeze,1 bad
2020-04-27,9,Apr,Spring,0,1,17,9,1,cold,3 gentle breeze,2 okish
2020-04-28,13,Apr,Spring,0,1,5,20,1,warm,1 light air,3 good
2020-04-29,12,Apr,Spring,0,1,4,19,1,warm,1 light air,3 good
2020-04-30,13,Apr,Spring,0,1,8,7,1,warm,2 light breeze,2 okish
2020-05-01,16,May,Spring,1,0,20,-2,1,warm,3 gentle breeze,1 bad
2020-05-02,13,May,Spring,0,1,3,20,1,warm,1 light air,3 good
2020-05-03,17,May,Spring,0,1,6,30,1,warm,2 light breeze,3 good
2020-05-04,14,May,Spring,0,1,6,15,1,warm,2 light breeze,3 good
2020-05-05,9,May,Spring,0,1,31,-23,1,cold,5 fresh breeze,1 bad
2020-05-06,11,May,Spring,0,1,5,0,0,warm,1 light air,1 bad
2020-05-07,14,May,Spring,0,1,7,5,1,warm,2 light breeze,2 okish
2020-05-08,14,May,Spring,0,1,5,21,1,warm,1 light air,3 good
2020-05-09,15,May,Spring,0,1,3,41,1,warm,1 light air,4 very good
2020-05-10,16,May,Spring,0,1,8,56,1,warm,2 light breeze,4 very good
2020-05-11,15,May,Spring,0,1,5,38,1,warm,1 light air,4 very good
2020-05-12,9,May,Spring,0,1,30,-26,1,cold,5 fresh breeze,0 very bad
2020-05-13,17,May,Spring,0,1,8,42,1,warm,2 light breeze,4 very good
2020-05-14,9,May,Spring,0,1,20,-33,1,cold,3 gentle breeze,0 very bad
2020-05-15,17,May,Spring,0,1,7,45,1,warm,2 light breeze,4 very good
2020-05-16,16,May,Spring,0,1,7,23,1,warm,2 light breeze,3 good
2020-05-17,14,May,Spring,0,1,3,10,1,warm,1 light air,2 okish
2020-05-18,15,May,Spring,0,1,1,28,1,warm,0 calm,3 good
2020-05-19,15,May,Spring,0,1,3,49,1,warm,1 light air,4 very good
2020-05-20,12,May,Spring,1,0,17,8,1,warm,3 gentle breeze,2 okish
2020-05-21,9,May,Spring,0,1,25,-14,1,cold,4 moderate breeze,1 bad
2020-05-22,13,May,Spring,0,1,5,12,1,warm,1 light air,3 good
2020-05-23,17,May,Spring,0,1,7,32,1,warm,2 light breeze,4 very good
2020-05-24,15,May,Spring,0,1,5,56,1,warm,1 light air,4 very good
2020-05-25,13,May,Spring,0,1,6,17,1,warm,2 light breeze,3 good
2020-05-26,12,May,Spring,0,1,5,10,1,warm,1 light air,2 okish
2020-05-27,10,May,Spring,0,1,30,-26,0,cold,5 fresh breeze,0 very bad
2020-05-28,15,May,Spring,0,1,4,38,1,warm,1 light air,4 very good
2020-05-29,15,May,Spring,0,1,1,52,1,warm,0 calm,4 very good
2020-05-30,14,May,Spring,0,1,4,20,1,warm,1 light air,3 good
2020-05-31,8,May,Spring,0,1,19,18,1,cold,3 gentle breeze,3 good
2020-06-01,16,Jun,Summer,0,1,3,28,1,warm,1 light air,3 good
2020-06-02,20,Jun,Summer,0,1,7,31,1,warm,2 light breeze,4 very good
2020-06-03,11,Jun,Summer,0,1,3,21,1,warm,1 light air,3 good
2020-06-04,12,Jun,Summer,0,1,2,11,1,warm,1 light air,3 good
2020-06-05,20,Jun,Summer,0,1,5,47,1,warm,1 light air,4 very good
2020-06-06,11,Jun,Summer,0,1,9,15,1,warm,2 light breeze,3 good
2020-06-07,24,Jun,Summer,0,1,8,50,1,hot,2 light breeze,4 very good
2020-06-08,14,Jun,Summer,0,1,9,20,1,warm,2 light breeze,3 good
2020-06-09,13,Jun,Summer,0,1,7,21,1,warm,2 light breeze,3 good
2020-06-10,15,Jun,Summer,0,1,8,53,1,warm,2 light breeze,4 very good
2020-06-11,22,Jun,Summer,0,1,7,31,1,hot,2 light breeze,4 very good
2020-06-12,23,Jun,Summer,0,1,8,33,1,hot,2 light breeze,4 very good
2020-06-13,19,Jun,Summer,1,0,16,33,1,warm,3 gentle breeze,4 very good
2020-06-14,24,Jun,Summer,0,1,6,26,1,hot,2 light breeze,3 good
2020-06-15,14,Jun,Summer,0,1,4,16,1,warm,1 light air,3 good
2020-06-16,13,Jun,Summer,0,1,8,14,1,warm,2 light breeze,3 good
2020-06-17,14,Jun,Summer,0,1,7,10,1,warm,2 light breeze,2 okish
2020-06-18,16,Jun,Summer,0,1,8,50,1,warm,2 light breeze,4 very good
2020-06-19,15,Jun,Summer,0,1,9,41,1,warm,2 light breeze,4 very good
2020-06-20,11,Jun,Summer,0,1,3,10,1,warm,1 light air,2 okish
2020-06-21,19,Jun,Summer,0,1,4,31,1,warm,1 light air,4 very good
2020-06-22,15,Jun,Summer,0,1,6,42,1,warm,2 light breeze,4 very good
2020-06-23,21,Jun,Summer,0,1,6,42,1,hot,2 light breeze,4 very good
2020-06-24,11,Jun,Summer,0,1,2,3,1,warm,1 light air,2 okish
2020-06-25,19,Jun,Summer,0,1,4,40,1,warm,1 light air,4 very good
2020-06-26,19,Jun,Summer,0,1,8,50,1,warm,2 light breeze,4 very good
2020-06-27,14,Jun,Summer,0,1,4,7,1,warm,1 light air,2 okish
2020-06-28,20,Jun,Summer,0,1,5,55,1,warm,1 light air,4 very good
2020-06-29,22,Jun,Summer,0,1,5,31,1,hot,1 light air,4 very good
2020-06-30,22,Jun,Summer,0,1,7,32,1,hot,2 light breeze,4 very good
2020-07-01,29,Jul,Summer,0,1,7,26,1,hot,2 light breeze,3 good
2020-07-02,20,Jul,Summer,0,1,7,30,1,warm,2 light breeze,3 good
2020-07-03,31,Jul,Summer,0,1,6,48,1,hot,2 light breeze,4 very good
2020-07-04,27,Jul,Summer,0,1,3,26,1,hot,1 light air,3 good
2020-07-05,21,Jul,Summer,0,1,6,28,1,hot,2 light breeze,3 good
2020-07-06,18,Jul,Summer,0,1,5,43,1,warm,1 light air,4 very good
2020-07-07,30,Jul,Summer,0,1,8,32,1,hot,2 light breeze,4 very good
2020-07-08,17,Jul,Summer,0,1,8,44,1,warm,2 light breeze,4 very good
2020-07-09,32,Jul,Summer,0,1,1,29,1,hot,0 calm,3 good
2020-07-10,19,Jul,Summer,0,1,3,45,1,warm,1 light air,4 very good
2020-07-11,23,Jul,Summer,0,1,4,56,1,hot,1 light air,4 very good
2020-07-12,29,Jul,Summer,0,1,7,39,1,hot,2 light breeze,4 very good
2020-07-13,14,Jul,Summer,0,1,1,5,1,warm,0 calm,2 okish
2020-07-14,19,Jul,Summer,0,1,2,28,1,warm,1 light air,3 good
2020-07-15,22,Jul,Summer,0,1,3,45,1,hot,1 light air,4 very good
2020-07-16,14,Jul,Summer,0,1,3,21,1,warm,1 light air,3 good
2020-07-17,34,Jul,Summer,0,1,7,36,1,hot,2 light breeze,4 very good
2020-07-18,35,Jul,Summer,0,1,5,36,1,hot,1 light air,4 very good
2020-07-19,34,Jul,Summer,1,0,32,-22,1,hot,5 fresh breeze,1 bad
2020-07-20,35,Jul,Summer,0,1,6,30,1,hot,2 light breeze,3 good
2020-07-21,34,Jul,Summer,0,1,7,38,1,hot,2 light breeze,4 very good
2020-07-22,17,Jul,Summer,0,1,10,34,1,warm,2 light breeze,4 very good
2020-07-23,29,Jul,Summer,0,1,3,40,1,hot,1 light air,4 very good
2020-07-24,30,Jul,Summer,0,1,7,49,1,hot,2 light breeze,4 very good
2020-07-25,29,Jul,Summer,0,1,3,46,1,hot,1 light air,4 very good
2020-07-26,27,Jul,Summer,0,1,5,45,1,hot,1 light air,4 very good
2020-07-27,21,Jul,Summer,0,1,3,28,1,hot,1 light air,3 good
2020-07-28,16,Jul,Summer,0,1,3,48,1,warm,1 light air,4 very good
2020-07-29,18,Jul,Summer,0,1,3,41,1,warm,1 light air,4 very good
2020-07-30,34,Jul,Summer,0,1,4,36,1,hot,1 light air,4 very good
2020-07-31,34,Jul,Summer,0,1,5,42,1,hot,1 light air,4 very good
2020-08-01,16,Aug,Summer,0,1,6,43,1,warm,2 light breeze,4 very good
2020-08-02,19,Aug,Summer,0,1,8,50,1,warm,2 light breeze,4 very good
2020-08-03,13,Aug,Summer,0,1,8,23,1,warm,2 light breeze,3 good
2020-08-04,26,Aug,Summer,0,1,5,34,1,hot,1 light air,4 very good
2020-08-05,13,Aug,Summer,0,1,6,24,1,warm,2 light breeze,3 good
2020-08-06,19,Aug,Summer,0,1,4,33,1,warm,1 light air,4 very good
2020-08-07,19,Aug,Summer,0,1,9,25,1,warm,2 light breeze,3 good
2020-08-08,18,Aug,Summer,0,1,4,47,1,warm,1 light air,4 very good
2020-08-09,23,Aug,Summer,0,1,10,34,1,hot,2 light breeze,4 very good
2020-08-10,26,Aug,Summer,0,1,5,37,1,hot,1 light air,4 very good
2020-08-11,14,Aug,Summer,0,1,4,25,1,warm,1 light air,3 good
2020-08-12,18,Aug,Summer,0,1,4,53,1,warm,1 light air,4 very good
2020-08-13,22,Aug,Summer,0,1,8,27,1,hot,2 light breeze,3 good
2020-08-14,20,Aug,Summer,0,1,2,33,1,warm,1 light air,4 very good
2020-08-15,18,Aug,Summer,0,1,6,49,1,warm,2 light breeze,4 very good
2020-08-16,19,Aug,Summer,0,1,6,40,1,warm,2 light breeze,4 very good
2020-08-17,25,Aug,Summer,0,1,3,39,1,hot,1 light air,4 very good
2020-08-18,20,Aug,Summer,0,1,7,40,1,warm,2 light breeze,4 very good
2020-08-19,16,Aug,Summer,0,1,0,39,1,warm,0 calm,4 very good
2020-08-20,25,Aug,Summer,1,0,19,19,1,hot,3 gentle breeze,3 good
2020-08-21,27,Aug,Summer,0,1,8,53,1,hot,2 light breeze,4 very good
2020-08-22,20,Aug,Summer,0,1,3,54,1,warm,1 light air,4 very good
2020-08-23,27,Aug,Summer,0,1,6,46,1,hot,2 light breeze,4 very good
2020-08-24,15,Aug,Summer,0,1,5,52,1,warm,1 light air,4 very good
2020-08-25,27,Aug,Summer,0,1,7,32,1,hot,2 light breeze,4 very good
2020-08-26,27,Aug,Summer,1,0,29,-15,1,hot,5 fresh breeze,1 bad
2020-08-27,27,Aug,Summer,0,1,0,41,1,hot,0 calm,4 very good
2020-08-28,27,Aug,Summer,0,1,2,44,1,hot,1 light air,4 very good
2020-08-29,20,Aug,Summer,1,0,24,-10,0,warm,4 moderate breeze,1 bad
2020-08-30,14,Aug,Summer,0,1,4,16,1,warm,1 light air,3 good
2020-08-31,23,Aug,Summer,0,1,3,33,1,hot,1 light air,4 very good
2020-09-01,10,Sep,Autumn,0,1,24,-28,0,cold,4 moderate breeze,0 very bad
2020-09-02,14,Sep,Autumn,0,1,5,22,1,warm,1 light air,3 good
2020-09-03,17,Sep,Autumn,0,1,7,46,1,warm,2 light breeze,4 very good
2020-09-04,11,Sep,Autumn,0,1,4,17,1,warm,1 light air,3 good
2020-09-05,13,Sep,Autumn,0,1,4,9,1,warm,1 light air,2 okish
2020-09-06,15,Sep,Autumn,0,1,4,35,1,warm,1 light air,4 very good
2020-09-07,12,Sep,Autumn,0,1,8,8,1,warm,2 light breeze,2 okish
2020-09-08,10,Sep,Autumn,0,1,23,-33,1,cold,4 moderate breeze,0 very bad
2020-09-09,17,Sep,Autumn,0,1,10,45,1,warm,2 light breeze,4 very good
2020-09-10,19,Sep,Autumn,0,1,7,41,1,warm,2 light breeze,4 very good
2020-09-11,10,Sep,Autumn,0,1,19,6,1,cold,3 gentle breeze,2 okish
2020-09-12,18,Sep,Autumn,0,1,5,45,1,warm,1 light air,4 very good
2020-09-13,12,Sep,Autumn,0,1,1,9,1,warm,0 calm,2 okish
2020-09-14,18,Sep,Autumn,0,1,1,40,1,warm,0 calm,4 very good
2020-09-15,15,Sep,Autumn,0,1,3,45,1,warm,1 light air,4 very good
2020-09-16,13,Sep,Autumn,0,1,2,21,1,warm,1 light air,3 good
2020-09-17,16,Sep,Autumn,0,1,9,44,1,warm,2 light breeze,4 very good
2020-09-18,15,Sep,Autumn,0,1,7,35,1,warm,2 light breeze,4 very good
2020-09-19,15,Sep,Autumn,0,1,0,44,1,warm,0 calm,4 very good
2020-09-20,14,Sep,Autumn,0,1,8,11,1,warm,2 light breeze,3 good
2020-09-21,16,Sep,Autumn,0,1,3,44,1,warm,1 light air,4 very good
2020-09-22,19,Sep,Autumn,0,1,1,48,1,warm,0 calm,4 very good
2020-09-23,14,Sep,Autumn,0,1,7,6,1,warm,2 light breeze,2 okish
2020-09-24,14,Sep,Autumn,0,1,4,5,1,warm,1 light air,2 okish
2020-09-25,14,Sep,Autumn,0,1,4,7,1,warm,1 light air,2 okish
2020-09-26,17,Sep,Autumn,0,1,4,50,1,warm,1 light air,4 very good
2020-09-27,17,Sep,Autumn,0,1,7,49,1,warm,2 light breeze,4 very good
2020-09-28,12,Sep,Autumn,0,1,6,20,1,warm,2 light breeze,3 good
2020-09-29,17,Sep,Autumn,0,1,1,33,1,warm,0 calm,4 very good
2020-09-30,10,Sep,Autumn,0,1,25,-33,1,cold,4 moderate breeze,0 very bad
2020-10-01,14,Oct,Autumn,0,1,0,7,1,warm,0 calm,2 okish
2020-10-02,11,Oct,Autumn,0,1,7,17,1,warm,2 light breeze,3 good
2020-10-03,8,Oct,Autumn,0,1,14,1,1,cold,3 gentle breeze,2 okish
2020-10-04,12,Oct,Autumn,0,1,3,12,1,warm,1 light air,3 good
2020-10-05,10,Oct,Autumn,0,1,30,-26,1,cold,5 fresh breeze,0 very bad
2020-10-06,7,Oct,Autumn,0,1,12,4,1,cold,3 gentle breeze,2 okish
2020-10-07,13,Oct,Autumn,0,1,1,24,1,warm,0 calm,3 good
2020-10-08,14,Oct,Autumn,0,1,5,5,1,warm,1 light air,2 okish
2020-10-09,7,Oct,Autumn,0,1,20,-23,0,cold,3 gentle breeze,1 bad
2020-10-10,7,Oct,Autumn,0,1,22,-21,0,cold,4 moderate breeze,1 bad
2020-10-11,13,Oct,Autumn,0,1,2,7,1,warm,1 light air,2 okish
2020-10-12,9,Oct,Autumn,0,1,15,3,1,cold,3 gentle breeze,2 okish
2020-10-13,12,Oct,Autumn,0,1,1,25,1,warm,0 calm,3 good
2020-10-14,14,Oct,Autumn,0,1,5,18,1,warm,1 light air,3 good
2020-10-15,7,Oct,Autumn,0,1,28,-28,1,cold,4 moderate breeze,0 very bad
2020-10-16,12,Oct,Autumn,0,1,8,10,1,warm,2 light breeze,2 okish
2020-10-17,13,Oct,Autumn,0,1,2,7,1,warm,1 light air,2 okish
2020-10-18,11,Oct,Autumn,0,1,5,14,1,warm,1 light air,3 good
2020-10-19,9,Oct,Autumn,0,1,13,22,1,cold,3 gentle breeze,3 good
2020-10-20,10,Oct,Autumn,0,1,22,-31,1,cold,4 moderate breeze,0 very bad
2020-10-21,9,Oct,Autumn,0,1,31,-27,0,cold,5 fresh breeze,0 very bad
2020-10-22,7,Oct,Autumn,0,1,20,-17,1,cold,3 gentle breeze,1 bad
2020-10-23,13,Oct,Autumn,0,1,6,16,1,warm,2 light breeze,3 good
2020-10-24,14,Oct,Autumn,0,1,3,18,1,warm,1 light air,3 good
2020-10-25,7,Oct,Autumn,0,1,26,-23,1,cold,4 moderate breeze,1 bad
2020-10-26,14,Oct,Autumn,0,1,3,3,1,warm,1 light air,2 okish
2020-10-27,7,Oct,Autumn,0,1,20,-26,0,cold,3 gentle breeze,0 very bad
2020-10-28,13,Oct,Autumn,0,1,2,28,1,warm,1 light air,3 good
2020-10-29,7,Oct,Autumn,0,1,26,-28,1,cold,4 moderate breeze,0 very bad
2020-10-30,9,Oct,Autumn,1,0,54,-43,0,cold,6 strong breeze,0 very bad
2020-10-31,7,Oct,Autumn,0,1,30,-27,1,cold,5 fresh breeze,0 very bad
2020-11-01,8,Nov,Autumn,0,1,18,14,1,cold,3 gentle breeze,3 good
2020-11-02,7,Nov,Autumn,0,1,14,13,1,cold,3 gentle breeze,3 good
2020-11-03,8,Nov,Autumn,1,0,52,-45,0,cold,6 strong breeze,0 very bad
2020-11-04,6,Nov,Autumn,0,1,20,-26,1,cold,3 gentle breeze,0 very bad
2020-11-05,4,Nov,Autumn,0,1,19,9,1,cold,3 gentle breeze,2 okish
2020-11-06,8,Nov,Autumn,0,1,32,-32,1,cold,5 fresh breeze,0 very bad
2020-11-07,5,Nov,Autumn,0,1,17,10,1,cold,3 gentle breeze,2 okish
2020-11-08,7,Nov,Autumn,0,1,20,-23,0,cold,3 gentle breeze,1 bad
2020-11-09,8,Nov,Autumn,1,0,50,-37,1,cold,6 strong breeze,0 very bad
2020-11-10,8,Nov,Autumn,0,1,14,6,1,cold,3 gentle breeze,2 okish
2020-11-11,8,Nov,Autumn,0,1,16,8,1,cold,3 gentle breeze,2 okish
2020-11-12,5,Nov,Autumn,0,1,15,25,1,cold,3 gentle breeze,3 good
2020-11-13,5,Nov,Autumn,0,1,16,10,1,cold,3 gentle breeze,2 okish
2020-11-14,4,Nov,Autumn,0,1,23,-31,1,cold,4 moderate breeze,0 very bad
2020-11-15,6,Nov,Autumn,0,1,24,-21,1,cold,4 moderate breeze,1 bad
2020-11-16,7,Nov,Autumn,0,1,15,28,1,cold,3 gentle breeze,3 good
2020-11-17,5,Nov,Autumn,0,1,31,-26,1,cold,5 fresh breeze,0 very bad
2020-11-18,4,Nov,Autumn,0,1,31,-30,0,cold,5 fresh breeze,0 very bad
2020-11-19,3,Nov,Autumn,0,1,27,-15,1,cold,4 moderate breeze,1 bad
